Pnum,Section,Owner,Mixed species,Species,State code,Closed,Clear date,Missing entire brood,Suspected predation,Lay date,April lay date,Lay date uncertainty,Lay date visit interval,Laying rate,Incubation started,Num broken eggs,Expected hatch date,Hatch date,April hatch date,Incubation duration,Total egg weight,Num eggs weighed,Clutch size,Num chicks,Num chicks ringed,April ring date,Ring day,Num live chicks,Num dead chicks,Num fledglings,Mean chick weight,Num linked pulli records,Num linked adult records,Father,Mother,Identified adults,Chick ids,Dead ringed chick ids,Experiment codes,Num eggs manipulated,Comments,Legacy average egg weight,Legacy max nest state code,Legacy last visit date,Legacy hatch age in days,Legacy april hatch date,Legacy predation,Legacy clutch accuracy,Legacy mean fledge weight,Legacy num ringed dead chicks
20201MP30,mp,Richard Cope,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201MP31,mp,Richard Cope,false,b,6,true,28-05-2020,,,18-04-2020,18,0,7,,true,0,09-05-2020,07-05-2020,37,11,3.10,3,9,6,6,51,15,6,0,6,10.83,6,1,,abj6197,0300021341,,,,0,FON,,,,,,,,,
20201MP32,mp,Richard Cope,false,b,6,true,28-05-2020,,,13-04-2020,13,0,7,1.00,true,0,06-05-2020,06-05-2020,36,13,3.90,4,11,8,8,50,15,8,0,8,10.81,8,1,afh4003,,afh4003,,,,0,"FON, FON",,,,,,,,,
20201MP33,mp,Richard Cope,false,b,6,true,28-05-2020,,,15-04-2020,15,0,7,0.67,true,0,07-05-2020,06-05-2020,36,12,5.00,4,10,9,9,50,15,9,0,9,11.51,9,2,,afh3023,"afh3023, 0110170f89",,,,0,"warm eggs, fon, FON, FON",,,,,,,,,
20201MP34,mp,Richard Cope,false,g,6,true,28-05-2020,,,15-04-2020,15,0,7,,true,0,04-05-2020,05-05-2020,35,14,6.80,4,7,6,6,49,15,6,0,6,19.32,6,2,ty70022,ty70024,"ty70022, ty70024",,,,0,"long dead unringed great tit removed, warm eggs, FON, FON",,,,,,,,,
20201MP34A,mp,Richard Cope,false,b,6,true,16-05-2020,,,13-04-2020,13,0,7,1.00,true,0,05-05-2020,06-05-2020,36,14,4.20,4,10,10,0,,,,10,0,,0,0,,,,,,,0,FON,,,,,,,,,
20201MP35,mp,J Haynes,false,b,6,true,29-05-2020,,,17-04-2020,17,0,7,1.00,true,0,08-05-2020,07-05-2020,37,11,4.30,4,10,8,6,51,15,7,6,0,8.96,7,1,,avl5541,avl5541,,"avl5809, avl5814, avl5813, avl5812, avl5810, unrrunt",,0,FON,,,,,,,,,
20201MP36,mp,J Haynes,false,b,6,true,28-05-2020,,,11-04-2020,11,0,7,1.00,true,0,04-05-2020,04-05-2020,34,13,2.10,3,11,10,9,48,15,9,0,9,11.29,9,2,,z101043,"z101043, 0700ee21f6",,,,0,"presumed this species on ew, FON, FON, FON",,,,,,,,,
20201MP37,mp,J Haynes,false,g,6,true,29-05-2020,,,17-04-2020,17,0,7,1.00,true,0,07-05-2020,07-05-2020,37,13,6.40,4,8,8,8,51,15,8,0,8,17.21,8,3,ts47913,tw41801,"0110178c9c, 0110178446, tw41801",,,,0,"FON, warm eggs, both birds sexed as male in non-breeding season",,,,,,,,,
20201MP38,mp,J Haynes,false,b,6,true,27-05-2020,,,20-04-2020,20,0,7,1.00,true,0,10-05-2020,09-05-2020,39,11,3.70,3,9,8,7,53,15,8,2,5,9.88,8,2,avl5635,abj6193,"030003cb61, avl5635",,"avl5967, unrrunt",,0,FON,,,,,,,,,
20201MP39,mp,J Haynes,false,b,6,true,28-05-2020,,,21-04-2020,21,0,5,,true,0,09-05-2020,09-05-2020,39,13,,,6,6,6,53,15,6,0,6,10.05,6,1,,avl5634,avl5634,,,,0,"warm eggs, FON, FON",,,,,,,,,
20201MP4,mp,Richard Cope,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201MP40,mp,J Haynes,false,b,6,true,27-05-2020,,,10-04-2020,10,0,7,,true,0,28-04-2020,03-05-2020,33,18,4.00,4,6,6,6,47,15,6,0,6,11.00,6,2,afh3084,avl5524,"afh3084, avl5524",,,,0,"FON, FON, FON",,,,,,,,,
20201MP41,mp,J Haynes,false,g,6,true,29-05-2020,,,18-04-2020,18,0,7,,true,0,06-05-2020,07-05-2020,37,14,4.80,3,6,4,3,51,15,3,0,3,16.97,3,3,,vz32536,"vz32536, 011017784f",,,,0,"FON, FON, FON",,,,,,,,,
20201MP42,mp,J Haynes,false,g,6,true,05-06-2020,,,25-04-2020,25,0,7,1.00,true,0,15-05-2020,14-05-2020,44,12,5.00,3,8,8,3,58,15,3,0,3,15.13,3,3,ts47968,te80990,"te80990, 0700eda901, 01101780c0",,,,0,"FON, FON",,,,,,,,,
20201MP43,mp,J Haynes,false,b,6,true,01-06-2020,,,17-04-2020,17,0,7,1.00,true,0,07-05-2020,10-05-2020,40,16,4.70,4,8,8,8,54,15,8,2,6,9.24,8,2,afh3012,,"011016ee97, afh3012",,"avl5998, avl5993",,0,"warm eggs, FON",,,,,,,,,
20201MP44,mp,J Haynes,false,b,6,true,17-05-2020,,,18-04-2020,18,5,7,-0.14,true,0,06-05-2020,13-05-2020,43,19,3.30,3,7,6,0,,,,6,0,,0,1,,,afh4349,,,,0,"warm eggs, FON",,,,,,,,,
20201MP45,mp,J Haynes,false,b,6,true,29-05-2020,,,17-04-2020,17,0,7,1.00,true,0,09-05-2020,08-05-2020,38,12,4.40,4,10,10,10,52,15,10,0,10,10.55,10,2,and6247,avl5580,"and6247, avl5580",,,,0,"FON, FON",,,,,,,,,
20201MP46,mp,J Haynes,false,b,6,true,27-05-2020,,,21-04-2020,21,0,5,1.00,true,0,11-05-2020,10-05-2020,40,12,4.60,4,8,7,4,54,15,6,4,1,7.85,6,3,,j215838,"j215838, 01103fccd9",,"avl5987, avl5990, unrrunt",,0,"FON, FON",,,,,,,,,
20201MP47,mp,J Haynes,false,g,6,true,05-06-2020,,,10-05-2020,40,6,10,,,0,,,,,6.70,4,5,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201MP48,mp,J Haynes,false,g,6,true,29-05-2020,,,18-04-2020,18,0,7,,true,0,08-05-2020,07-05-2020,37,12,5.00,3,8,8,7,51,15,7,1,6,15.56,7,3,vz32539,vz33789,"vz33789, 011017705d",,ty70148,,0,"warm eggs, FON",,,,,,,,,
20201MP49,mp,Richard Cope,false,b,6,true,28-05-2020,,,14-04-2020,14,0,7,,true,0,06-05-2020,04-05-2020,34,11,,,10,9,9,48,15,9,0,9,10.93,9,1,,afh3487,afh3487,,,,0,"FON, warm eggs, FON",,,,,,,,,
20201MP5,mp,Richard Cope,false,b,6,true,26-05-2020,,,26-04-2020,26,6,7,,,0,,,,,,,2,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201MP50,mp,J Haynes,false,g,6,true,17-05-2020,,,18-04-2020,18,0,7,,true,0,08-05-2020,07-05-2020,37,12,5.50,3,8,6,0,,,,6,0,,0,1,,vz30901,0110175f40,,,,0,"FON, FON",,,,,,,,,
20201MP51,mp,J Haynes,false,b,6,true,29-05-2020,,,17-04-2020,17,0,7,1.00,true,0,08-05-2020,07-05-2020,37,12,5.70,4,9,9,9,51,15,9,0,9,11.48,9,1,afh4021,,011016f234,,,,0,"warm eggs, FON, FON, FON",,,,,,,,,
20201MP52,mp,J Haynes,false,g,6,true,05-06-2020,,,19-04-2020,19,6,7,0.00,true,0,06-05-2020,,,,5.60,3,5,,0,,,,0,0,,0,1,,vs84272,vs84272,,,,0,"FON, FON, FON, FON, warm",,,,,,,,,
20201MP53,mp,J Haynes,false,b,6,true,29-05-2020,,,17-04-2020,17,0,7,1.00,true,0,08-05-2020,07-05-2020,37,12,4.00,4,9,9,9,51,15,9,0,9,11.09,9,1,,afh4114,afh4114,,,,0,"eggs uncovered, FON",,,,,,,,,
20201MP54,mp,J Haynes,false,b,6,true,23-05-2020,,,06-04-2020,6,0,20,1.00,true,0,28-04-2020,28-04-2020,28,13,3.50,3,10,10,10,42,15,10,0,10,11.91,10,2,afh3075,,"0110172964, afh3075",,,,0,"eggs warm, FON, male trapped",,,,,,,,,
20201MP55,mp,J Haynes,false,b,6,true,24-05-2020,,,08-04-2020,8,0,7,,true,0,29-04-2020,29-04-2020,29,13,4.80,4,9,9,9,43,15,9,0,9,11.57,9,1,afh3004,,011016ffe2,,,,0,"eggs warm, warm eggs, FON, faceplated. female unringed",,,,,,,,,
20201MP56,mp,J Haynes,false,b,6,true,26-05-2020,,,09-04-2020,9,0,7,,true,0,02-05-2020,01-05-2020,31,12,4.70,4,11,11,11,45,15,11,0,11,10.85,11,2,z626640,z101244,"01101752a1, 0700ee170c",,,,0,"FON, FON",,,,,,,,,
20201MP57,mp,J Haynes,true,"g, b",6,true,26-05-2020,,,13-04-2020,13,0,7,1.33,true,0,03-05-2020,02-05-2020,32,12,6.60,4,8,8,8,46,15,8,0,8,18.11,8,2,vs84233,vs84264,"011017764d, 0700edac36",,,,0,"mixed clutch dead female blue tit in nest, FON, Mixed brood",,,,,,,,,
20201MP58,mp,J Haynes,false,g,6,true,27-05-2020,,,13-04-2020,13,0,7,1.00,true,0,02-05-2020,03-05-2020,33,14,5.80,4,7,6,6,47,15,6,0,6,16.68,6,3,vs84234,vz33794,"0700edd1e5, 0700edbee3",,,,0,"FON, FON, checked by mistake",,,,,,,,,
20201MP59,mp,J Haynes,false,b,6,true,27-05-2020,,,13-04-2020,13,0,7,1.00,true,0,03-05-2020,03-05-2020,33,13,4.90,4,8,7,7,47,15,7,0,7,11.57,7,2,z626274,avl5523,"011017a4f4, avl5523",,,,0,"eggs warm, FON",,,,,,,,,
20201MP6,mp,Richard Cope,false,g,6,true,01-06-2020,,,23-04-2020,23,0,7,1.00,true,0,13-05-2020,12-05-2020,42,12,6.60,4,8,8,5,56,15,6,0,5,14.20,6,2,vz32685,ty70158,"0700edaad3, ty70158",,,,0,"warm eggs, FON, FON",,,,,,,,,
20201MP60,mp,J Haynes,false,b,6,true,05-06-2020,,,19-04-2020,19,0,7,1.00,true,0,08-05-2020,,,,4.30,4,7,,0,,,,0,0,,0,0,,,,,,,0,"FON, adt probably female missing left tarsus,metal ringed on right leg, FON, FON, FON, FON, warm",,,,,,,,,
20201MP61,mp,J Haynes,false,g,6,true,27-05-2020,,,13-04-2020,13,0,7,1.00,true,0,02-05-2020,03-05-2020,33,14,5.90,4,7,6,6,47,15,6,0,6,17.92,6,3,ty70013,vs84232,"vs84232, ty70013",,,,0,"FON, FON, new tag fitted to female",,,,,,,,,
20201MP62,mp,J Haynes,false,b,6,true,28-05-2020,,,14-04-2020,14,0,7,1.00,true,0,06-05-2020,05-05-2020,35,12,5.80,4,10,9,8,49,15,8,0,8,12.49,8,2,,afh4457,"afh4457, 011016ef0d",,,,0,"warm eggs, FON",,,,,,,,,
20201MP63,mp,J Haynes,false,b,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201MP64,mp,J Haynes,false,b,6,true,28-05-2020,,,13-04-2020,13,0,7,1.00,true,0,06-05-2020,05-05-2020,35,12,4.40,4,11,10,10,49,15,10,0,10,12.13,10,1,abj6086,,01103f4b34,,,,0,"FON, FON, female observed as unringed previously",,,,,,,,,
20201MP65,mp,J Haynes,false,g,6,true,27-05-2020,,,15-04-2020,15,2,7,,true,0,03-05-2020,03-05-2020,33,13,,,6,6,6,47,15,6,0,6,19.43,6,2,ty70009,ty70010,"ty70009, ty70010",,,,0,"eggs warm, FON, FON",,,,,,,,,
20201MP66,mp,J Haynes,false,g,6,true,24-05-2020,,,23-04-2020,23,0,7,,true,0,12-05-2020,13-05-2020,43,14,6.30,4,7,5,0,,,,5,0,,0,0,,,,,,,0,"warm eggs, FON, FON",,,,,,,,,
20201MP67,mp,Richard Cope,false,g,6,true,27-05-2020,,,13-04-2020,13,0,7,0.67,true,0,04-05-2020,05-05-2020,35,14,4.80,3,9,9,9,49,15,9,0,9,19.00,9,3,ty70023,vs84212,"0700ee0822, ty70023",,,,0,"eggs uncovered, FON, FON",,,,,,,,,
20201MP68,mp,Richard Cope,false,g,6,true,27-05-2020,,,12-04-2020,12,0,7,1.00,true,0,03-05-2020,03-05-2020,33,13,6.60,4,9,9,9,47,15,9,0,9,20.44,9,3,vs84238,vs84227,"0700ed98f8, 0700ed94a9",,,,0,"FON, FON",,,,,,,,,
20201MP69,mp,Richard Cope,false,g,6,true,26-05-2020,,,09-04-2020,9,0,7,,true,0,28-04-2020,30-04-2020,30,15,7.20,4,7,7,7,44,15,7,0,7,18.93,7,3,vz33790,vz33791,"vz33791, 0700eddf29, 0700edd4d5",,,,0,"eggs warm, FON, FON",,,,,,,,,
20201MP7,mp,Richard Cope,false,b,6,true,28-05-2020,,,16-04-2020,16,0,7,0.67,true,0,08-05-2020,08-05-2020,38,13,5.00,4,10,10,10,52,15,10,0,10,10.56,10,3,s883901,avl5579,"01101712d1, avl5579, s883901",,,,0,"uncovered eggs, warm eggs, FON",,,,,,,,,
20201MP70,mp,J Haynes,false,g,6,true,18-05-2020,,,19-04-2020,19,0,7,1.00,true,0,07-05-2020,08-05-2020,38,14,6.70,4,6,6,0,,,,6,0,,0,0,,,,,,,0,"warm eggs, warm eggs",,,,,,,,,
20201MP71,mp,J Haynes,false,g,6,true,23-05-2020,,,07-04-2020,7,0,7,,true,0,27-04-2020,27-04-2020,27,13,7.00,4,8,8,8,41,15,8,0,8,18.00,8,3,,vz33795,"0700ee0291, vz33795",,,,0,"FON, FON, FON, second faceplate attempt",,,,,,,,,
20201MP72,mp,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201MP73,mp,J Haynes,false,g,6,true,27-05-2020,,,10-04-2020,10,0,7,0.67,true,0,01-05-2020,03-05-2020,33,15,5.70,4,9,9,9,47,15,9,0,9,18.79,9,2,,vs84206,"0700ee2473, vs84206",,,,0,"eggs warm, FON",,,,,,,,,
20201MP74,mp,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201MP75,mp,Richard Cope,false,g,6,true,27-05-2020,,,13-04-2020,13,0,7,1.00,true,0,03-05-2020,03-05-2020,33,13,6.80,4,8,8,8,47,15,8,0,8,18.03,8,2,ty70012,ty70021,"ty70012, ty70021",,,,0,"female unringed, FON, FON",,,,,,,,,
20201MP76,mp,Richard Cope,false,g,6,true,27-05-2020,,,12-04-2020,12,0,7,1.67,true,0,03-05-2020,04-05-2020,34,14,,,9,8,7,48,15,7,0,7,18.43,7,1,,ty70011,ty70011,,,,0,"dead adult blue tit afh4331 found in box, FON unringed, FON, FON, FON",,,,,,,,,
20201MP77,mp,Richard Cope,false,g,6,true,29-05-2020,,,15-04-2020,15,0,7,1.00,true,0,07-05-2020,06-05-2020,36,12,7.00,4,10,10,10,50,15,10,0,10,17.85,10,2,vz30902,vz30598,"0110176079, 0110177894",,,,0,FON,,,,,,,,,
20201MP78,mp,Richard Cope,false,b,6,true,29-05-2020,,,15-04-2020,15,0,7,,true,0,07-05-2020,06-05-2020,36,12,,,10,10,9,50,15,9,0,9,11.12,9,1,,avl5571,avl5571,,,,0,"FON, FON, FON, FON, FON",,,,,,,,,
20201MP79,mp,Richard Cope,false,b,6,true,26-05-2020,,,17-04-2020,17,4,7,,,0,,,,,4.50,4,4,,0,,,,0,0,,0,0,,,,,,,0,abandoned?,,,,,,,,,
20201MP8,mp,Richard Cope,false,,6,true,06-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,Hornet using box,,,,,,,,,
20201MP80,mp,Richard Cope,false,g,6,true,29-05-2020,,,17-04-2020,17,0,7,1.00,true,0,07-05-2020,08-05-2020,38,14,6.20,4,8,6,5,52,15,5,3,2,14.60,5,1,,ty70078,ty70078,,"ty70168, ty70171, ty70169",,0,"FON, FON",,,,,,,,,
20201MP81,mp,Richard Cope,false,b,6,true,28-05-2020,,,14-04-2020,14,0,7,1.00,true,0,07-05-2020,04-05-2020,34,10,4.50,4,11,10,9,48,15,9,0,9,11.28,9,3,afh3206,z100464,"z100464, 01101743e2, 0110173531",,,,0,"FON, FON",,,,,,,,,
20201MP82,mp,Richard Cope,false,b,6,true,28-05-2020,,,12-04-2020,12,0,7,1.00,true,0,04-05-2020,05-05-2020,35,14,4.30,4,10,9,9,49,15,9,0,9,9.93,9,3,abj6183,afh4139,"afh4139, 03000386e1, 01103f5d02",,,,0,"FON, FON",,,,,,,,,
20201MP83,mp,Richard Cope,false,b,6,true,21-05-2020,,,23-04-2020,23,0,3,1.00,true,0,12-05-2020,11-05-2020,41,12,3.50,3,7,7,0,,,,7,0,,0,0,,,,,,,0,"FON, FON",,,,,,,,,
20201MP84,mp,Richard Cope,false,g,6,true,29-05-2020,,,16-04-2020,16,0,7,1.00,true,0,08-05-2020,08-05-2020,38,13,5.70,4,10,9,8,52,15,8,0,8,16.21,8,3,ty70033,vs84123,"vs84123, 0700edae12, ty70033",,,,0,"warm eggs, FON, FON",,,,,,,,,
20201MP85,mp,Richard Cope,false,b,6,true,05-06-2020,,,20-04-2020,20,0,7,0.67,true,0,12-05-2020,13-05-2020,43,14,4.50,3,10,8,5,57,15,5,0,5,9.92,5,3,afh3402,abj6177,"abj6177, 030002184e, 011017362c",,,,0,"FON, FON",,,,,,,,,
20201MP86,mp,Richard Cope,false,b,6,true,28-05-2020,,,15-04-2020,15,0,7,1.00,true,0,07-05-2020,06-05-2020,36,12,4.50,4,10,9,9,50,15,9,0,9,11.09,9,1,,z100444,01101707c6,,,,0,"FON, FON",,,,,,,,,
20201MP87,mp,Richard Cope,false,g,6,true,30-05-2020,,,19-04-2020,19,0,7,1.00,true,0,10-05-2020,09-05-2020,39,12,6.90,4,9,9,9,53,15,9,0,9,17.03,9,2,te80906,ty70095,"011017683e, ty70095",,,,0,FON,,,,,,,,,
20201MP88,mp,Richard Cope,false,b,6,true,26-05-2020,,,25-04-2020,25,0,7,,true,0,16-05-2020,14-05-2020,44,11,3.70,3,9,9,0,,,,7,0,,0,0,,,,,,,0,"FON, FON",,,,,,,,,
20201MP89,mp,Richard Cope,false,g,6,true,23-05-2020,,,21-04-2020,21,0,5,1.00,true,0,13-05-2020,12-05-2020,42,12,6.30,4,10,9,0,,,,9,0,,0,0,,,,,,,0,"FON, FON",,,,,,,,,
20201MP9,mp,Richard Cope,false,b,6,true,28-05-2020,,,15-04-2020,15,0,7,1.00,true,0,07-05-2020,06-05-2020,36,12,5.00,4,10,10,10,50,15,10,0,10,11.08,10,1,,avl5539,avl5539,,,,0,"FON, FON",,,,,,,,,
20201MP90,mp,Richard Cope,false,b,6,true,30-05-2020,,,22-04-2020,22,0,5,,true,0,10-05-2020,10-05-2020,40,13,4.70,4,6,6,6,54,15,6,1,5,10.02,6,1,,avl5691,avl5691,,avl7801,,0,"FON, FON",,,,,,,,,
20201MP91,mp,Richard Cope,false,b,6,true,28-05-2020,,,15-04-2020,15,0,7,1.00,true,0,07-05-2020,06-05-2020,36,12,4.60,4,10,10,10,50,15,10,0,10,11.00,10,1,avl5538,,avl5538,,,,0,"FON, FON",,,,,,,,,
20201MP92,mp,Richard Cope,false,b,6,true,30-05-2020,,,18-04-2020,18,0,7,1.00,true,0,09-05-2020,09-05-2020,39,13,3.10,3,9,7,7,53,15,7,1,6,9.57,7,3,z101236,abj6143,"abj6143, 0300021ec3, 01101752da",,avl5972,,0,"FON, FON, FON",,,,,,,,,
20201MP93,mp,Richard Cope,false,g,6,true,30-05-2020,,,19-04-2020,19,0,7,1.00,true,0,09-05-2020,08-05-2020,38,12,6.70,4,8,7,7,52,15,7,0,7,18.87,7,2,ty70087,vs84062,"2a006dac76, ty70087",,,,0,"FON, FON",,,,,,,,,
20201MP94,mp,Richard Cope,false,b,6,true,30-05-2020,,,19-04-2020,19,0,7,1.00,true,0,10-05-2020,09-05-2020,39,11,4.30,4,10,10,8,53,15,8,3,7,9.21,8,2,avl5693,afh2629,"afh2629, avl5693",,avl5985,,0,FON,,,,,,,,,
20201MP95,mp,Richard Cope,false,b,6,true,30-05-2020,,,22-04-2020,22,0,5,1.00,true,0,12-05-2020,11-05-2020,41,12,4.40,4,8,8,8,55,15,8,2,6,10.16,8,3,abj6133,afh4074,"011016df57, 03000238f7",,"avl7833, avl7832",,0,"FON, FON",,,,,,,,,
20201MP96,mp,Richard Cope,false,g,6,true,05-06-2020,,,25-04-2020,25,0,7,1.00,true,0,16-05-2020,14-05-2020,44,11,5.10,3,9,9,7,58,15,8,0,7,15.03,8,4,vz30994,ts47904,"ts47904, 01101780c3, 011017767e",,,,0,"FON, FON",,,,,,,,,
20201MP97,mp,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201MP98,mp,Keith Mc Mahon,false,g,6,true,15-05-2020,,,18-04-2020,18,0,6,,true,0,07-05-2020,11-05-2020,41,17,5.50,3,7,2,0,,,,2,0,,0,0,,,,,,,0,"female unringed, one egg empty not hatched, not hatched, not hatched",,,,,,,,,
20201O1,o,Charlotte Regan,false,b,6,true,21-05-2020,,,18-04-2020,18,0,6,,true,0,09-05-2020,07-05-2020,37,11,4.90,4,9,9,0,,,,9,0,,0,2,,afh5883,"01103f6163, afh5883",,,,0,,,,,,,,,,
20201O10,o,Charlotte Regan,false,b,6,true,31-05-2020,,,15-04-2020,15,0,5,1.00,true,0,07-05-2020,06-05-2020,36,12,4.20,4,10,4,4,50,15,4,0,4,10.95,4,2,avl4504,avl4511,"avl4504, avl4511",,,,0,,,,,,,,,,
20201O100,o,J Haynes,false,b,6,true,22-05-2020,,,19-04-2020,19,0,7,0.50,true,0,11-05-2020,10-05-2020,40,12,3.00,3,10,6,0,,,,6,0,,0,0,,,,,,,0,"FON, Uncovered eggs not warm or cold, FON, FON, uncovered and cold eggs, suspect abandonment, Uncovered and cold, abandoned nest",,,,,,,,,
20201O101,o,J Haynes,false,b,6,true,04-06-2020,,,23-04-2020,23,0,5,1.00,true,0,13-05-2020,13-05-2020,43,13,3.00,3,8,7,7,57,15,7,0,7,11.39,7,3,j215972,j215990,"01103fa7be, 01103f924d, j215972",,,,0,Eggs not warm or cold,,,,,,,,,
20201O102,o,J Haynes,false,b,6,true,07-06-2020,,,25-04-2020,25,0,7,,true,0,18-05-2020,15-05-2020,45,10,3.60,3,11,8,3,59,15,3,7,1,8.73,3,2,,s883697,"0110175903, s883697",,"avl6104, avl6103",,0,"FON, FON",,,,,,,,,
20201O103,o,J Haynes,false,b,6,true,30-05-2020,,,14-04-2020,14,0,7,,true,0,07-05-2020,06-05-2020,36,12,,,11,9,9,50,15,9,0,9,10.89,9,2,avl3031,j215660,"01103fc50a, avl3031",,,,0,"FON, FON",,,,,,,,,
20201O104,o,J Haynes,false,,6,true,07-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201O105,o,J Haynes,false,g,6,true,30-05-2020,,,20-04-2020,20,0,7,1.00,true,0,09-05-2020,09-05-2020,39,13,4.30,3,7,7,7,53,15,7,1,6,17.57,7,4,vz31376,tw41898,"0110177e60, 01101776cb, vz31376, tw41898",,ty70516,,0,"Uncovered eggs but not warm or cold, FON",,,,,,,,,
20201O106,o,J Haynes,false,b,6,true,30-05-2020,,,16-04-2020,16,3,7,1.00,true,3,04-05-2020,07-05-2020,37,16,3.90,4,6,5,5,51,15,5,0,5,10.96,5,3,,afh3676,afh3676,,,,0,"Box fell onto the ground as I was taking it down, one egg looks poorly developed, FON, FON, FON, FON",,,,,,,,,
20201O107,o,J Haynes,false,g,6,true,04-06-2020,,,22-04-2020,22,0,7,1.00,true,0,13-05-2020,12-05-2020,42,11,6.70,4,10,10,10,56,15,10,0,10,17.48,10,2,vz32719,vz33113,"01101778cd, vz33113",,,,0,"covered and cold eggs, FON, FON",,,,,,,,,
20201O108,o,J Haynes,false,b,6,true,30-05-2020,,,18-04-2020,18,0,7,1.00,true,0,10-05-2020,08-05-2020,38,11,3.80,4,10,9,9,52,15,9,0,9,10.59,9,0,,,,,,,0,"FON, FON, nothing on fp",,,,,,,,,
20201O109,o,J Haynes,false,g,6,true,04-06-2020,,,20-04-2020,20,6,7,0.00,true,0,06-05-2020,13-05-2020,43,20,5.10,3,4,2,2,57,15,2,0,2,20.10,2,2,,tw41858,tw41858,,,,0,"suspect abandonment as one egg looked damage, Uncovered but eggs not cold or really warm, FON, FON",,,,,,,,,
20201O11,o,Charlotte Regan,false,b,6,true,31-05-2020,,,15-04-2020,15,0,5,1.00,true,0,07-05-2020,06-05-2020,36,12,4.10,4,10,10,10,50,15,10,0,10,10.95,10,3,and6996,afh5325,"01103f8b8c, 01103f7498, afh5325, and6996",,,,0,,,,,,,,,,
20201O110,o,J Haynes,false,,6,true,08-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,Adult flew out of box,,,,,,,,,
20201O111,o,J Haynes,false,b,6,true,28-05-2020,,,13-04-2020,13,0,7,1.00,true,0,06-05-2020,05-05-2020,35,12,3.20,3,11,11,11,49,15,11,0,11,11.75,11,4,and6814,s883346,"01103f6e1b, and6814, s883346",,,,0,,,,,,,,,,
20201O112,o,J Haynes,false,g,6,true,28-05-2020,,,13-04-2020,13,0,7,1.00,true,0,06-05-2020,06-05-2020,36,13,6.70,4,11,11,11,50,15,11,0,11,18.35,11,2,tw41856,vz33938,"01103f3fe6, 0110175ed9",,,,0,"Eggs did not feel warm or cold, FON, FON",,,,,,,,,
20201O113,o,J Haynes,false,g,6,true,07-06-2020,,,04-05-2020,34,6,6,0.00,,0,,,,,,,6,,0,,,,0,0,,0,0,,,,,,,0,"FON, suspect abandonment, suspect abandonment, uncovered, cold eggs",,,,,,,,,
20201O114,o,J Haynes,false,b,6,true,30-05-2020,,,15-04-2020,15,0,1,1.00,true,0,08-05-2020,08-05-2020,38,13,4.50,4,11,11,11,52,15,11,0,11,11.02,11,1,j215629,j215593,"j215593, 01103f9d98",,,,0,"Adult on nest, uncovered and cold eggs, FON, FON",,,,,,,,,
20201O115,o,J Haynes,false,g,6,true,30-05-2020,,,17-04-2020,17,0,7,1.00,true,0,08-05-2020,07-05-2020,37,12,7.00,4,9,8,8,51,15,8,0,8,18.53,8,3,ty70701,tl38938,"tl38938, 01103f8701, ty70701",,,,0,"uncovered eggs but not warm or cold, FON, FON, FON",,,,,,,,,
20201O116,o,J Haynes,false,,6,true,16-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201O117,o,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201O118,o,J Haynes,false,b,6,true,30-05-2020,,,12-04-2020,12,0,7,1.00,true,0,06-05-2020,06-05-2020,36,13,3.30,3,12,11,11,50,15,11,0,11,10.76,11,1,,avl6051,avl6051,,,,0,FON,,,,,,,,,
20201O119,o,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201O12,o,Charlotte Regan,false,b,6,true,04-06-2020,,,20-04-2020,20,0,6,,true,0,11-05-2020,09-05-2020,39,11,3.20,3,9,7,7,53,15,7,0,7,10.30,7,1,,avl4546,avl4546,,,,0,,,,,,,,,,
